时间,商品名,商品编号,品牌,价格,浏览量,已售出量,库存量
2017-08-16 14:06:34, 贵州茅台酒(纪念中国人民抗日战争暨世界反法西斯战争胜利70周年)53度500ml,1338,贵州茅台酒,1999.00,197351,2344,0瓶
﻿2017-08-20 23:05:03, 贵州茅台酒 飞天茅台酒53度200ml茅台官方商城正品直供,5,贵州茅台酒,589.00,126785,6372,0瓶
2017-08-20 23:05:03, 贵州茅台酒15年53度500ml,25,贵州茅台酒,4799.00,206072,2830,0瓶
2017-08-20 23:05:03, 茅台酒 飞天53度500ml(2003年),296,贵州茅台酒,6599.00,43511,1572,0瓶
2017-08-20 23:05:03, 茅台迎宾酒(花开富贵)53度500ml,1288,茅台迎宾酒,159.00,83425,327,40瓶
2017-08-20 23:05:03, 茅台迎宾酒(龙呈)53度500ml,1124,茅台迎宾酒,139.00,69692,399,0瓶
2017-08-20 23:05:03, 贵州茅台酒 53度50mLx5（白色条装）,1339,贵州茅台酒,729.00,137218,1179,0套
2017-08-20 23:05:03, 贵州茅台酒新飞天茅台酒53度500ml茅台商城专享版【2014年生产】茅台官方商城正品直供,1080,贵州茅台酒,1799.00,311774,3514,0瓶
2017-08-20 23:05:03, 茅台王子酒 酱门经典 茅台商城专享 53度500ml（整箱6瓶）,1196,茅台王子酒,1644.00,83148,89,0箱
2017-08-20 23:05:03, 贵州茅台酒 新飞天茅台酒43度500ml茅台官方商城正品直供,50,贵州茅台酒,859.00,110662,3044,0瓶
2017-08-20 23:05:03, 贵州大曲·80年代(茅台商城专享)53度500ml,1438,贵州大曲,299.00,119584,3005,32瓶
2017-08-20 23:05:03, 茅台酒 甲午马年贵州茅台酒 五星53度2.5L（按农历生肖属相推出）,1251,生肖纪念酒,39999.00,118541,119,0
2017-08-20 23:05:03, 贵州大曲2.5L坛装纪念版53度,1286,贵州大曲,1599.00,208078,4885,0
2017-08-20 23:05:03, 仁酒 53度125ml*4,797,仁酒,388.00,42460,1552,23盒
2017-08-20 23:05:03, 53度2.5L五星茅台酒 （乙未羊年）（按农历生肖属相推出）,1252,生肖纪念酒,39999.00,112022,76,0
2017-08-20 23:05:03, 贵州茅台酒 小号木珍53度500ml,11,贵州茅台酒,1539.00,76739,1262,0瓶
2017-08-20 23:05:03, 茅台酒 53度500ml茅台酒（第五届酒博会纪念）,1337,贵州茅台酒,1899.00,177437,552,0
2017-08-20 23:05:03, 茅台王子酒 酱门经典 53度500ml（6瓶整箱购买）,1065,茅台王子酒,1647.00,86477,521,0箱
2017-08-20 23:05:03, 赖茅酒（重沙）53度500ml,1316,赖茅酒,299.00,44919,498,14
2017-08-20 23:05:03, 华茅酒(百年印象)53度500ml,1260,华茅酒,299.00,58696,487,0
2017-08-20 23:05:03, 贵州茅台酒 茅台四套装,40,贵州茅台酒,3199.00,69931,1155,0盒
2017-08-20 23:05:03, 贵州茅台酒 纸珍53度375ml,9,贵州茅台酒,1389.00,55769,997,0瓶
2017-08-20 23:05:03, 汉酱酒 51度125ml,717,汉酱酒,129.00,55257,1613,55瓶
2017-08-20 23:05:03, 2014秋季糖酒会纪念 茅台酒 53度500ml,1084,贵州茅台酒,1899.00,72450,369,0瓶
2017-08-20 23:05:03, 赖茅酒（端曲）53度500ml,1564,赖茅酒,199.00,36455,685,100
2017-08-20 23:05:03, 贵州茅台酒 浮雕木珍53度500ml,233,贵州茅台酒,2849.00,74134,1102,0瓶
2017-08-20 23:05:03, 茅台王子酒 46度500ml,32,茅台王子酒,169.00,40714,340,50瓶
2017-08-20 23:05:03, 贵州茅台酒 大号木珍53度500ml,22,贵州茅台酒,1709.00,58131,1034,0瓶
2017-08-20 23:05:03, 53度500ml五星茅台酒（乙未羊年）（按农历生肖属相推出）,1214,生肖纪念酒,5999.00,274921,1593,0
2017-08-20 23:05:03, 贵州茅台酒 飞天茅台酒53度1000ml茅台官方商城正品直供,483,贵州茅台酒,2799.00,180813,3366,0瓶
2017-08-20 23:05:03, 茅台酒 新飞天53度500ml(2005年),367,贵州茅台酒,5899.00,48220,1721,0瓶
2017-08-20 23:05:03, 贵州茅台酒（2017丁酉鸡年）53度500ml【按农历生肖属相推出】,1618,生肖纪念酒,1599.00,4683796,41211,0瓶
2017-08-20 23:05:03, 贵州茅台酒 豪华装金色53度500ml,48,贵州茅台酒,1489.00,71130,1229,0瓶
2017-08-20 23:05:03, 赖茅酒（传承）53度500ml,1262,赖茅酒,399.00,47160,1370,98
2017-08-20 23:05:03, 茅台酒 53度500ml茅台酒（第四届贵州酒博会纪念）,1079,贵州茅台酒,2199.00,67141,268,0瓶
2017-08-20 23:05:03, 仁酒 53度500ml,701,仁酒,299.00,95773,1885,0瓶
2017-08-20 23:05:03, 茅台迎宾酒(凤祥)53度500ml,1125,茅台迎宾酒,139.00,71848,360,37瓶
2017-08-20 23:05:03, 贵州茅台酒 30年 53度500ml,18,贵州茅台酒,11099.00,86003,1421,0瓶
2017-08-20 23:05:03, 茅台迎宾酒(嘉宾级)53度500ml,462,茅台迎宾酒,168.00,36821,268,69瓶
2017-08-20 23:05:03, 贵州茅台酒新飞天茅台53度500ml（6瓶整箱购买）茅台官方商城正品直供,1044,贵州茅台酒,7794.00,524047,14175,仅供展示
2017-08-20 23:05:03, 茅台迎宾酒43度500ml(6瓶整箱),1215,茅台迎宾酒,564.00,31930,124,0箱
2017-08-20 23:05:03, 茅台迎宾酒2013款53度500ml（6瓶整箱购买）,1067,茅台迎宾酒,678.00,111814,942,0箱
2017-08-20 23:05:03, 茅台酒 茅台二套装,44,贵州茅台酒,2209.00,57992,915,仅供展示
2017-08-20 23:05:03, 贵州茅台酒 50年 53度500ml,17,贵州茅台酒,18999.00,95023,1437,0瓶
2017-08-20 23:05:03, 贵州茅台酒 飞天茅台酒53度375ml茅台官方商城正品直供,2,贵州茅台酒,999.00,131111,5463,0瓶
2017-08-20 23:05:03, 茅台酒 五星53度500ml(2005年),363,贵州茅台酒,5889.00,73412,1604,0瓶
2017-08-20 23:05:03, 仁酒 53度500ml（6瓶整箱购买）,1046,仁酒,1704.00,78734,1459,0箱
2017-08-20 23:05:03, 茅台王子酒 53度500ml 酱门经典,461,茅台王子酒,289.00,64050,4983,134瓶
2017-08-20 23:05:03, 丙申猴年茅台酒53度500ml贵州茅台酒(按农历生肖属相推出),1450,贵州茅台酒,2999.00,570723,5024,0瓶
2017-08-20 23:05:03, 茅台王子酒 53度500ml（6瓶整箱购买）,1066,茅台王子酒,1077.00,444354,1052,0箱
2017-08-20 23:05:03, 贵州大曲丙申猴年坛装纪念53度2.5L,1575,贵州大曲,1599.00,115626,516,0
2017-08-20 23:05:03, 茅台酒 飞天53度500ml(2000年),293,贵州茅台酒,7999.00,64095,1560,0瓶
2017-08-20 23:05:03, 汉酱酒 51度500ml（6瓶整箱购买）,1045,汉酱酒,2274.00,66063,1601,0箱
2017-08-20 23:05:03, 茅台迎宾酒 43度500ml,37,茅台迎宾酒,99.00,62884,1190,46瓶
2017-08-20 23:05:03, 茅台酒 飞天53度500ml(2002年),295,贵州茅台酒,6899.00,45157,1607,0瓶
2017-08-20 23:05:03, 贵州茅台酒 飞天茅台酒53度50ml*2茅台官方商城正品直供,6,贵州茅台酒,358.00,158138,3491,0盒
2017-08-20 23:05:03, 茅台酒 五星53度500ml(2003年),292,贵州茅台酒,6599.00,63939,1612,0瓶
2017-08-20 23:05:03, 王茅酒(百年印象)53度500ml,1261,王茅酒,299.00,74134,460,0
2017-08-20 23:05:03, 茅台迎宾酒嘉宾级53度500ml(6瓶整箱购买),1047,茅台迎宾酒,798.00,48073,648,0箱
2017-08-20 23:05:03, 中国酒业名酒收藏委员会成立大会纪念茅台酒 飞天53度500ml,922,贵州茅台酒,2999.00,110559,1681,0瓶
2017-08-20 23:05:03, 贵州茅台酒 53度50ml*5（金色条装）内含5瓶53度50ml贵州茅台酒,1340,贵州茅台酒,739.00,178534,2821,0
2017-08-20 23:05:03, 华茅酒(百年传承)53度2.5L,1355,华茅酒,2399.00,143055,247,0
2017-08-20 23:05:03, 王茅酒(百年传承)53度2.5L,1354,王茅酒,2399.00,92957,233,0
2017-08-20 23:05:03, 贵州茅台酒(纪念中国人民抗日战争暨世界反法西斯战争胜利70周年)53度500ml,1338,贵州茅台酒,1999.00,197837,2344,0瓶
2017-08-20 23:05:03, 汉酱酒 51度375ml,792,汉酱酒,368.00,44481,1572,74瓶
2017-08-20 23:05:03, 仁酒 53度125ml,789,仁酒,119.00,53924,1543,27瓶
2017-08-20 23:05:03, 【新品】贵州茅台酒第六届酒博会纪念酒53度500ml,1578,贵州茅台酒,1599.00,158719,1503,0
2017-08-20 23:05:03, 茅台酒 五星53度500ml(2004年),298,贵州茅台酒,6199.00,66172,1560,0瓶
2017-08-20 23:05:03, 茅台酒 五星53度500ml(2000年),289,贵州茅台酒,7999.00,78211,1665,0瓶
2017-08-20 23:05:03, 茅台王子酒 酱门经典 53度500ml(茅台商城专享),1090,茅台王子酒,289.00,109470,574,0瓶
2017-08-20 23:05:03, 汉酱酒 51度125ml*4,796,汉酱酒,468.00,56900,1605,36件
2017-08-20 23:05:03, 仁酒 53度368ml,793,仁酒,279.00,30896,1552,21瓶
2017-08-20 23:05:03, 茅台酒 飞天53度500ml(2001年),294,贵州茅台酒,7499.00,39689,1604,0瓶
2017-08-20 23:05:03, 贵州茅台酒 新飞天茅台酒53度500ml茅台官方商城正品直供,23,贵州茅台酒,1299.00,3022292,142737,0瓶
2017-08-20 23:05:03, 茅台酒 五星53度500ml(甲午马年)（按农历生肖属相推出）,1144,生肖纪念酒,5999.00,289207,2837,0瓶
2017-08-20 23:05:03, 茅台王子酒53度500ml,26,茅台王子酒,189.00,95129,1232,26瓶
2017-08-20 23:05:03, 百年金奖辉煌贵州茅台酒53度500ml,1111,贵州茅台酒,3509.00,268208,2502,仅供展示
2017-08-20 23:05:03, 茅台迎宾酒2013款53度500ml,754,茅台迎宾酒,119.00,140612,3462,132瓶
2017-08-20 23:05:03, 汉酱酒 51度500ml,650,汉酱酒,399.00,122563,2241,0瓶
2017-08-20 23:05:03, 贵州茅台酒 豪华装绛色53度500ml,47,贵州茅台酒,1499.00,61151,1565,0瓶
2017-08-20 23:05:03, 贵州茅台酒 紫砂纸珍53度500ml,407,贵州茅台酒,2289.00,189684,2103,0瓶
2017-08-20 23:05:03, 贵州茅台酒 五星茅台酒53度500ml 茅台官方商城正品直供,3,贵州茅台酒,1289.00,386706,14397,0瓶
﻿2017-08-21 21:35:55, 贵州茅台酒 纸珍53度375ml,9,贵州茅台酒,1389.00,55823,997,0瓶
2017-08-21 21:35:55, 茅台酒 飞天53度500ml(2002年),295,贵州茅台酒,6899.00,45215,1607,0瓶
2017-08-21 21:35:55, 2014秋季糖酒会纪念 茅台酒 53度500ml,1084,贵州茅台酒,1899.00,72506,369,0瓶
2017-08-21 21:35:55, 茅台王子酒 53度500ml 酱门经典,461,茅台王子酒,289.00,64151,4989,128瓶
2017-08-21 21:35:55, 仁酒 53度500ml,701,仁酒,299.00,95871,1885,20瓶
2017-08-21 21:35:55, 贵州大曲·80年代(茅台商城专享)53度500ml,1438,贵州大曲,299.00,119886,3005,226瓶
2017-08-21 21:35:55, 贵州茅台酒15年53度500ml,25,贵州茅台酒,4799.00,207015,2830,0瓶
2017-08-21 21:35:55, 贵州茅台酒 茅台四套装,40,贵州茅台酒,3199.00,70043,1155,0盒
2017-08-21 21:35:55, 贵州茅台酒 小号木珍53度500ml,11,贵州茅台酒,1539.00,76833,1262,0瓶
2017-08-21 21:35:55, 茅台王子酒 酱门经典 53度500ml（6瓶整箱购买）,1065,茅台王子酒,1647.00,86542,521,0箱
2017-08-21 21:35:55, 茅台王子酒53度500ml,26,茅台王子酒,189.00,95474,1232,221瓶
2017-08-21 21:35:55, 贵州茅台酒 豪华装绛色53度500ml,47,贵州茅台酒,1499.00,61243,1565,0瓶
2017-08-21 21:35:55, 茅台酒 新飞天53度500ml(2005年),367,贵州茅台酒,5899.00,48302,1721,0瓶
2017-08-21 21:35:55, 贵州茅台酒 50年 53度500ml,17,贵州茅台酒,18999.00,95145,1437,0瓶
2017-08-21 21:35:55, 茅台王子酒 46度500ml,32,茅台王子酒,169.00,40750,341,51瓶
2017-08-21 21:35:55, 茅台酒 53度500ml茅台酒（第五届酒博会纪念）,1337,贵州茅台酒,1899.00,177492,552,0
2017-08-21 21:35:55, 茅台迎宾酒(花开富贵)53度500ml,1288,茅台迎宾酒,159.00,83492,327,40瓶
2017-08-21 21:35:55, 百年金奖辉煌贵州茅台酒53度500ml,1111,贵州茅台酒,3509.00,268564,2502,仅供展示
2017-08-21 21:35:55, 贵州茅台酒 大号木珍53度500ml,22,贵州茅台酒,1709.00,58218,1034,0瓶
2017-08-21 21:35:55, 茅台酒 茅台二套装,44,贵州茅台酒,2209.00,58102,915,仅供展示
2017-08-21 21:35:55, 茅台酒 五星53度500ml(2003年),292,贵州茅台酒,6599.00,64005,1612,0瓶
2017-08-21 21:35:55, 汉酱酒 51度500ml（6瓶整箱购买）,1045,汉酱酒,2274.00,66117,1601,0箱
2017-08-21 21:35:55, 贵州茅台酒 豪华装金色53度500ml,48,贵州茅台酒,1489.00,71246,1229,0瓶
2017-08-21 21:35:55, 茅台酒 甲午马年贵州茅台酒 五星53度2.5L（按农历生肖属相推出）,1251,生肖纪念酒,39999.00,118717,119,0
2017-08-21 21:35:55, 赖茅酒（重沙）53度500ml,1316,赖茅酒,299.00,45321,498,210
2017-08-21 21:35:55, 茅台酒 五星53度500ml(甲午马年)（按农历生肖属相推出）,1144,生肖纪念酒,5999.00,289514,2837,0瓶
2017-08-21 21:35:55, 茅台迎宾酒(龙呈)53度500ml,1124,茅台迎宾酒,139.00,69722,399,0瓶
2017-08-21 21:35:55, 汉酱酒 51度125ml*4,796,汉酱酒,468.00,56912,1605,36件
2017-08-21 21:35:55, 贵州茅台酒 新飞天茅台酒43度500ml茅台官方商城正品直供,50,贵州茅台酒,859.00,110967,3044,0瓶
2017-08-21 21:35:55, 茅台迎宾酒嘉宾级53度500ml(6瓶整箱购买),1047,茅台迎宾酒,798.00,48130,648,0箱
2017-08-21 21:35:55, 茅台迎宾酒43度500ml(6瓶整箱),1215,茅台迎宾酒,564.00,32017,124,0箱
2017-08-21 21:35:55, 仁酒 53度125ml*4,797,仁酒,388.00,42471,1552,23盒
2017-08-21 21:35:55, 赖茅酒（传承）53度500ml,1262,赖茅酒,399.00,47427,1372,94
2017-08-21 21:35:55, 贵州茅台酒 新飞天茅台酒53度500ml茅台官方商城正品直供,23,贵州茅台酒,1299.00,3168779,143799,0瓶
2017-08-21 21:35:55, 茅台酒 53度500ml茅台酒（第四届贵州酒博会纪念）,1079,贵州茅台酒,2199.00,67197,268,0瓶
2017-08-21 21:35:55, 王茅酒(百年印象)53度500ml,1261,王茅酒,299.00,74235,460,0
2017-08-21 21:35:55, 茅台迎宾酒 43度500ml,37,茅台迎宾酒,99.00,62987,1191,41瓶
2017-08-21 21:35:55, 茅台酒 五星53度500ml(2000年),289,贵州茅台酒,7999.00,78297,1665,0瓶
2017-08-21 21:35:55, 茅台酒 五星53度500ml(2004年),298,贵州茅台酒,6199.00,66224,1560,0瓶
2017-08-21 21:35:55, 中国酒业名酒收藏委员会成立大会纪念茅台酒 飞天53度500ml,922,贵州茅台酒,2999.00,110653,1681,0瓶
2017-08-21 21:35:55, 茅台酒 飞天53度500ml(2000年),293,贵州茅台酒,7999.00,64247,1560,0瓶
2017-08-21 21:35:55, 茅台酒 飞天53度500ml(2003年),296,贵州茅台酒,6599.00,43557,1572,0瓶
2017-08-21 21:35:55, 贵州茅台酒 飞天茅台酒53度375ml茅台官方商城正品直供,2,贵州茅台酒,999.00,131830,5463,0瓶
2017-08-21 21:35:55, 贵州茅台酒(纪念中国人民抗日战争暨世界反法西斯战争胜利70周年)53度500ml,1338,贵州茅台酒,1999.00,197963,2344,0瓶
2017-08-21 21:35:55, 贵州茅台酒新飞天茅台酒53度500ml茅台商城专享版【2014年生产】茅台官方商城正品直供,1080,贵州茅台酒,1799.00,312425,3514,0瓶
2017-08-21 21:35:55, 53度500ml五星茅台酒（乙未羊年）（按农历生肖属相推出）,1214,生肖纪念酒,5999.00,275191,1593,0
2017-08-21 21:35:55, 贵州茅台酒（2017丁酉鸡年）53度500ml【按农历生肖属相推出】,1618,生肖纪念酒,1599.00,4757883,41327,0瓶
2017-08-21 21:35:55, 贵州茅台酒 飞天茅台酒53度200ml茅台官方商城正品直供,5,贵州茅台酒,589.00,127286,6372,0瓶
2017-08-21 21:35:55, 茅台酒 五星53度500ml(2005年),363,贵州茅台酒,5889.00,73490,1604,0瓶
2017-08-21 21:35:55, 茅台王子酒 酱门经典 茅台商城专享 53度500ml（整箱6瓶）,1196,茅台王子酒,1644.00,83365,89,0箱
2017-08-21 21:35:55, 仁酒 53度500ml（6瓶整箱购买）,1046,仁酒,1704.00,78830,1459,0箱
2017-08-21 21:35:55, 贵州茅台酒 浮雕木珍53度500ml,233,贵州茅台酒,2849.00,74256,1102,0瓶
2017-08-21 21:35:55, 贵州茅台酒 飞天茅台酒53度50ml*2茅台官方商城正品直供,6,贵州茅台酒,358.00,158706,3491,0盒
2017-08-21 21:35:55, 贵州茅台酒 53度50ml*5（金色条装）内含5瓶53度50ml贵州茅台酒,1340,贵州茅台酒,739.00,178639,2821,0
2017-08-21 21:35:55, 丙申猴年茅台酒53度500ml贵州茅台酒(按农历生肖属相推出),1450,贵州茅台酒,2999.00,571758,5024,0瓶
2017-08-21 21:35:55, 贵州茅台酒新飞天茅台53度500ml（6瓶整箱购买）茅台官方商城正品直供,1044,贵州茅台酒,7794.00,532944,14175,仅供展示
2017-08-21 21:35:55, 贵州茅台酒 五星茅台酒53度500ml 茅台官方商城正品直供,3,贵州茅台酒,1289.00,391897,14397,0瓶
2017-08-21 21:35:55, 茅台王子酒 酱门经典 53度500ml(茅台商城专享),1090,茅台王子酒,289.00,109562,574,0瓶
2017-08-21 21:35:55, 贵州茅台酒 30年 53度500ml,18,贵州茅台酒,11099.00,86098,1421,0瓶
2017-08-21 21:35:55, 贵州茅台酒 53度50mLx5（白色条装）,1339,贵州茅台酒,729.00,137295,1179,0套
2017-08-21 21:35:55, 汉酱酒 51度500ml,650,汉酱酒,399.00,122702,2241,0瓶
2017-08-21 21:35:55, 茅台迎宾酒2013款53度500ml,754,茅台迎宾酒,119.00,140998,3472,107瓶
2017-08-21 21:35:55, 茅台王子酒 53度500ml（6瓶整箱购买）,1066,茅台王子酒,1077.00,444711,1052,0箱
2017-08-21 21:35:55, 华茅酒(百年印象)53度500ml,1260,华茅酒,299.00,58786,487,0
2017-08-21 21:35:55, 仁酒 53度368ml,793,仁酒,279.00,30905,1552,21瓶
2017-08-21 21:35:55, 仁酒 53度125ml,789,仁酒,119.00,53938,1543,27瓶
2017-08-21 21:35:55, 贵州大曲2.5L坛装纪念版53度,1286,贵州大曲,1599.00,208226,4885,0
2017-08-21 21:35:55, 华茅酒(百年传承)53度2.5L,1355,华茅酒,2399.00,143088,247,0
2017-08-21 21:35:55, 王茅酒(百年传承)53度2.5L,1354,王茅酒,2399.00,93016,233,0
2017-08-21 21:35:55, 茅台酒 飞天53度500ml(2001年),294,贵州茅台酒,7499.00,39775,1604,0瓶
2017-08-21 21:35:55, 汉酱酒 51度375ml,792,汉酱酒,368.00,44492,1572,74瓶
2017-08-21 21:35:55, 【新品】贵州茅台酒第六届酒博会纪念酒53度500ml,1578,贵州茅台酒,1599.00,159228,1503,0
2017-08-21 21:35:55, 汉酱酒 51度125ml,717,汉酱酒,129.00,55274,1613,55瓶
2017-08-21 21:35:55, 贵州茅台酒 紫砂纸珍53度500ml,407,贵州茅台酒,2289.00,190324,2103,0瓶
2017-08-21 21:35:55, 53度2.5L五星茅台酒 （乙未羊年）（按农历生肖属相推出）,1252,生肖纪念酒,39999.00,112171,76,0
2017-08-21 21:35:55, 贵州茅台酒 飞天茅台酒53度1000ml茅台官方商城正品直供,483,贵州茅台酒,2799.00,181662,3366,0瓶
2017-08-21 21:35:55, 茅台迎宾酒(凤祥)53度500ml,1125,茅台迎宾酒,139.00,71898,360,37瓶
2017-08-21 21:35:55, 贵州大曲丙申猴年坛装纪念53度2.5L,1575,贵州大曲,1599.00,115722,516,0
2017-08-21 21:35:55, 赖茅酒（端曲）53度500ml,1564,赖茅酒,199.00,36737,685,88
2017-08-21 21:35:55, 茅台迎宾酒2013款53度500ml（6瓶整箱购买）,1067,茅台迎宾酒,678.00,111956,942,0箱
2017-08-21 21:35:55, 茅台迎宾酒(嘉宾级)53度500ml,462,茅台迎宾酒,168.00,36848,268,69瓶
